City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
120,Sicuani,PE,2020-10-12 19:27:06,-14.27,-71.23,54.91,49,99,11.81
121,Jamestown,US,2020-10-12 19:27:06,42.1,-79.24,61.0,82,90,18.34
122,Olinda,BR,2020-10-12 19:27:07,-8.01,-34.86,82.4,65,40,10.29
123,Ubon Ratchathani,TH,2020-10-12 19:27:07,15.17,105.17,73.4,94,90,9.17
124,Umm Lajj,SA,2020-10-12 19:27:07,25.02,37.27,83.86,58,0,8.23
125,Chuy,UY,2020-10-12 19:27:07,-33.7,-53.46,62.82,69,47,11.23
126,Hithadhoo,MV,2020-10-12 19:27:07,-0.6,73.08,82.4,70,13,10.56
127,Pervomayskiy,RU,2020-10-12 19:27:07,53.25,40.29,56.7,75,99,5.19
128,Broken Hill,AU,2020-10-12 19:27:07,-31.95,141.43,59.0,54,0,6.93
129,Inirida,CO,2020-10-12 19:27:07,3.87,-67.92,92.5,49,39,2.86
130,Hofn,IS,2020-10-12 19:27:07,64.25,-15.21,44.6,87,75,5.82
131,Bud,US,2020-10-12 19:27:07,39.45,-86.18,77.0,61,90,9.17
132,Dunedin,NZ,2020-10-12 19:27:08,-45.87,170.5,48.0,82,25,14.0
133,Atuona,PF,2020-10-12 19:27:08,-9.8,-139.03,78.21,74,63,15.14
134,Severo-Kurilsk,RU,2020-10-12 19:27:08,50.68,156.12,45.48,79,78,14.09
135,Itoman,JP,2020-10-12 19:27:08,26.12,127.67,77.0,69,20,8.05
136,Along,IN,2020-10-12 19:27:08,28.17,94.77,68.85,86,8,2.01
137,Sao Domingos,BR,2020-10-12 19:27:08,-13.4,-46.32,83.86,49,59,6.24
138,Sun Prairie,US,2020-10-12 19:27:08,43.18,-89.21,54.0,93,90,12.75
139,Tuktoyaktuk,CA,2020-10-12 19:27:08,69.45,-133.04,23.0,62,75,20.8
140,Ketchikan,US,2020-10-12 19:27:08,55.34,-131.65,48.2,93,90,6.93
141,Guerrero Negro,MX,2020-10-12 19:27:09,27.98,-114.06,85.82,38,0,6.76
142,Havre-Saint-Pierre,CA,2020-10-12 19:27:09,50.23,-63.6,42.8,60,1,18.34
143,Butaritari,KI,2020-10-12 19:27:09,3.07,172.79,81.95,74,0,17.58
144,Souillac,MU,2020-10-12 19:27:09,-20.52,57.52,71.6,88,20,5.82
145,Omboue,GA,2020-10-12 19:27:09,-1.57,9.26,76.55,84,100,9.89
146,Anadyr,RU,2020-10-12 19:27:09,64.75,177.48,19.4,92,0,6.71
147,Koslan,RU,2020-10-12 19:27:09,63.46,48.9,44.24,90,100,3.98
148,Sokoto,NG,2020-10-12 19:27:09,13.06,5.24,88.36,30,0,3.91
149,Hailar,CN,2020-10-12 19:27:09,49.2,119.7,29.19,86,100,8.32
150,West Plains,US,2020-10-12 19:27:10,36.73,-91.85,73.4,31,1,16.11
151,Hasaki,JP,2020-10-12 19:27:10,35.73,140.83,68.0,100,75,2.24
152,Ilulissat,GL,2020-10-12 19:27:10,69.22,-51.1,35.6,64,75,6.93
153,Dingle,PH,2020-10-12 19:27:10,11.0,122.67,76.21,86,100,3.15
154,Narsaq,GL,2020-10-12 19:27:10,60.92,-46.05,53.6,37,75,10.29
155,La Paz,BO,2020-10-12 19:23:54,-16.5,-68.15,60.8,36,75,13.87
156,Castro,BR,2020-10-12 19:27:10,-24.79,-50.01,78.82,41,0,4.63
157,Parambu,BR,2020-10-12 19:22:44,-6.21,-40.69,94.66,19,73,7.34
158,Aleksandrov Gay,RU,2020-10-12 19:27:10,50.15,48.57,52.74,42,0,11.72
159,Hazorasp,UZ,2020-10-12 19:27:10,41.32,61.07,48.2,29,0,2.24
160,Port Hardy,CA,2020-10-12 19:27:10,50.7,-127.42,55.4,76,40,2.86
161,Maldonado,UY,2020-10-12 19:27:11,-34.67,-54.92,59.0,77,75,17.22
162,Gerash,IR,2020-10-12 19:27:11,27.67,54.14,71.6,30,0,9.17
163,Leh,IN,2020-10-12 19:24:03,34.17,77.58,40.19,51,0,4.25
164,Mount Gambier,AU,2020-10-12 19:27:11,-37.83,140.77,53.6,87,90,5.82
165,Dwarka,IN,2020-10-12 19:27:11,22.24,68.97,84.07,69,0,11.99
166,Arraial Do Cabo,BR,2020-10-12 19:27:11,-22.97,-42.03,75.2,64,51,19.46
167,Cherskiy,RU,2020-10-12 19:27:11,68.75,161.3,18.05,89,0,7.7
168,Homer,US,2020-10-12 19:23:36,59.64,-151.55,41.0,93,75,4.94
169,Sitka,US,2020-10-12 19:27:11,57.05,-135.33,48.2,76,75,9.17
170,Cidreira,BR,2020-10-12 19:27:11,-30.18,-50.21,70.05,68,0,7.65
171,Thompson,CA,2020-10-12 19:27:11,55.74,-97.86,41.0,87,75,21.92
172,Bengkulu,ID,2020-10-12 19:27:12,-3.8,102.27,75.27,90,57,4.38
173,Grindavik,IS,2020-10-12 19:27:12,63.84,-22.43,42.8,93,75,5.82
174,Namibe,AO,2020-10-12 19:27:12,-15.2,12.15,65.53,80,97,9.78
175,Vallenar,CL,2020-10-12 19:27:12,-28.57,-70.76,79.93,31,0,8.84
176,Ascension,US,2020-10-12 19:27:12,30.22,-90.9,88.0,55,75,4.7
177,Baruun-Urt,MN,2020-10-12 19:27:12,46.68,113.28,20.32,81,0,11.41
178,Nicoya,CR,2020-10-12 19:27:12,10.15,-85.45,89.6,62,40,5.82
179,Pankrushikha,RU,2020-10-12 19:27:12,53.83,80.34,46.85,94,100,14.56
180,Santa Maria,BR,2020-10-12 19:27:12,-29.68,-53.81,74.8,51,0,10.67
181,Leningradskiy,RU,2020-10-12 19:27:12,69.38,178.42,20.64,91,35,5.79
182,Constitucion,CL,2020-10-12 19:27:13,-35.33,-72.42,65.89,49,0,17.6
183,Araouane,ML,2020-10-12 19:27:13,18.9,-3.53,98.17,18,43,10.8
184,Subtanjalla,PE,2020-10-12 19:27:13,-14.02,-75.76,69.8,73,0,9.17
185,Xining,CN,2020-10-12 19:27:13,36.62,101.77,41.36,68,99,2.64
186,Sao Jose Da Coroa Grande,BR,2020-10-12 19:27:13,-8.9,-35.15,79.7,71,7,10.0
187,Tual,ID,2020-10-12 19:27:13,-5.67,132.75,81.28,83,100,15.57
188,Marquette,US,2020-10-12 19:25:04,46.53,-87.63,59.0,85,100,10.0
189,Tasiilaq,GL,2020-10-12 19:27:13,65.61,-37.64,35.6,93,100,3.36
190,Huty,UA,2020-10-12 19:27:13,50.13,35.34,58.77,64,100,4.83
191,Pevek,RU,2020-10-12 19:27:13,69.7,170.31,25.11,95,100,11.36
