City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
255,Caledon,ZA,-34.23,19.43,61.0,76,0,5.01,clear sky
256,Kaitangata,NZ,-46.28,169.85,43.0,81,1,5.01,clear sky
257,Tygda,RU,53.12,126.33,24.84,87,25,6.29,scattered clouds
258,Atar,MR,20.52,-13.05,90.66,35,65,7.9,broken clouds
259,Hirara,JP,24.8,125.28,79.34,77,76,16.89,broken clouds
260,Volgodonsk,RU,47.51,42.15,55.78,76,0,8.3,clear sky
261,Synya,RU,65.37,58.04,29.86,97,52,4.09,broken clouds
262,Kuhdasht,IR,33.53,47.61,54.61,39,0,4.27,clear sky
263,Dunedin,NZ,-45.87,170.5,42.01,73,0,1.99,clear sky
264,San Jose,US,37.34,-121.89,88.0,38,0,4.0,clear sky
265,Pemangkat,ID,1.17,108.97,77.13,87,100,5.06,light rain
266,Te Anau,NZ,-45.42,167.72,35.31,86,5,1.03,clear sky
267,Georgetown,MY,5.41,100.34,82.4,78,20,2.24,few clouds
268,Kepno,PL,51.28,17.99,46.99,92,100,1.99,overcast clouds
269,Oussouye,SN,12.48,-16.55,84.2,83,20,4.7,few clouds
270,Geraldton,AU,-28.77,114.6,55.4,87,90,10.29,overcast clouds
271,Sorong,ID,-0.88,131.25,80.1,80,100,5.26,overcast clouds
272,Coquimbo,CL,-29.95,-71.34,62.6,63,8,11.41,clear sky
273,Maragogi,BR,-9.01,-35.22,77.76,76,57,10.89,broken clouds
274,Port Hardy,CA,50.7,-127.42,50.0,93,75,6.93,light intensity shower rain
275,Mircea Voda,RO,44.28,28.17,54.0,93,0,3.36,light rain
276,Londoko,RU,49.03,131.98,24.66,89,20,2.17,few clouds
277,Las Vegas,US,36.17,-115.14,91.0,11,1,9.17,clear sky
278,Bud,US,39.45,-86.18,75.99,31,1,12.75,clear sky
279,Yeniseysk,RU,58.45,92.17,41.56,90,100,9.17,overcast clouds
280,Jalingo,NG,8.88,11.37,76.55,85,81,2.95,light rain
281,Santa Maria,BR,-29.68,-53.81,73.62,64,100,4.99,overcast clouds
282,Sylva,RU,58.03,56.76,51.8,100,75,4.47,broken clouds
283,Coahuayana,MX,18.73,-103.68,82.4,69,20,11.41,few clouds
284,San Cristobal,VE,7.77,-72.22,82.4,83,40,2.24,shower rain
285,Denpasar,ID,-8.65,115.22,80.6,88,40,5.82,scattered clouds
286,Kpandu,GH,7.0,0.29,77.85,82,100,1.81,light rain
287,Yangambi,CD,0.81,24.43,73.83,84,63,0.38,light rain
288,Ust-Karsk,RU,52.7,118.81,24.42,85,0,2.91,clear sky
289,Pachmarhi,IN,22.47,78.43,66.4,100,97,2.8,overcast clouds
290,Sapa,PH,5.15,120.32,81.5,78,78,7.07,broken clouds
291,Caravelas,BR,-17.71,-39.25,77.0,76,8,11.34,clear sky
292,Carauari,BR,-4.88,-66.9,84.38,70,94,2.08,moderate rain
293,Hidrolandia,BR,-4.41,-40.44,96.58,22,51,7.34,broken clouds
294,Alofi,NU,-19.06,-169.92,75.2,60,100,9.17,overcast clouds
295,Saldanha,ZA,-33.01,17.94,60.8,48,0,4.7,clear sky
296,Vestmanna,FO,62.16,-7.17,44.6,81,26,1.12,scattered clouds
297,Bazarnyye Mataki,RU,54.88,49.93,50.18,47,78,7.31,broken clouds
298,Belmonte,BR,-15.86,-38.88,80.6,61,8,16.11,clear sky
299,Lorengau,PG,-2.02,147.27,81.28,77,90,5.48,overcast clouds
300,Sahuaripa,MX,29.05,-109.23,92.89,28,100,4.74,overcast clouds
301,Tabou,CI,4.42,-7.35,77.14,89,47,7.83,scattered clouds
302,Manggar,ID,-2.88,108.27,77.18,85,100,9.93,moderate rain
303,Bethel,US,41.37,-73.41,68.0,42,1,11.41,clear sky
304,Mezen,RU,65.85,44.24,32.29,95,19,7.74,few clouds
305,Muli,MV,2.92,73.57,81.68,80,100,17.76,light rain
306,Ordzhonikidze,KZ,52.44,61.74,50.27,44,100,10.33,overcast clouds
307,San Alberto,CO,7.76,-73.39,84.49,70,39,3.42,light rain
308,Kargil,IN,34.57,76.1,38.75,68,0,4.81,clear sky
309,Broken Hill,AU,-31.95,141.43,62.6,45,40,3.36,scattered clouds
310,Dno,RU,57.83,29.96,45.57,94,100,10.83,moderate rain
311,Lulea,SE,65.58,22.15,33.8,82,51,1.12,broken clouds
312,Pasighat,IN,28.07,95.33,75.47,66,0,3.13,clear sky
313,Koplik,AL,42.21,19.44,57.2,93,75,3.36,broken clouds
314,Marsa Matruh,EG,31.35,27.25,77.0,69,20,5.82,few clouds
315,Lumberton,US,34.62,-79.01,77.0,44,1,4.52,clear sky
316,Uray,RU,60.12,64.78,38.86,85,99,13.8,overcast clouds
317,Ballina,AU,-28.87,153.57,55.0,87,0,8.34,clear sky
318,Kodinsk,RU,58.69,99.18,35.04,88,100,11.23,overcast clouds
319,Oromocto,CA,45.84,-66.48,57.2,76,90,10.29,overcast clouds
320,Chase,CA,50.82,-119.69,50.0,70,74,3.65,broken clouds
321,Codo,BR,-4.46,-43.89,98.17,23,13,3.56,few clouds
322,Torbay,CA,47.67,-52.73,52.0,76,75,18.34,broken clouds
323,Opuwo,NA,-18.06,13.84,75.65,25,5,4.56,clear sky
324,Le Moule,GP,16.33,-61.35,82.4,78,0,10.29,clear sky
325,Ransang,PH,8.96,117.58,76.5,91,100,8.39,heavy intensity rain
326,Gizo,SB,-8.1,156.84,81.61,73,58,5.21,broken clouds
327,Tangzhai,CN,34.43,116.59,59.0,89,91,5.88,light rain
328,Alangudi,IN,10.36,78.98,80.6,74,40,6.93,scattered clouds
329,Cabo San Lucas,MX,22.89,-109.91,89.01,70,40,12.75,scattered clouds
330,Johi,PK,26.69,67.61,78.17,16,0,3.69,clear sky
331,Codrington,AU,-38.27,141.97,60.51,72,100,5.97,light rain
332,Voh,NC,-20.97,164.7,73.81,82,22,4.18,few clouds
333,Yzeure,FR,46.56,3.35,48.0,93,75,5.82,broken clouds
334,Wencheng,CN,33.06,113.8,54.41,89,100,6.26,light rain
335,Porosozero,RU,62.72,32.73,35.33,86,58,1.23,broken clouds
336,Lebu,CL,-37.62,-73.65,55.2,66,0,16.11,clear sky
337,Abong Mbang,CM,3.98,13.18,69.08,94,73,1.7,light rain
338,Guerrero Negro,MX,27.98,-114.06,86.0,35,100,5.53,overcast clouds
